							
							
N+Sg+Ill	kuál´lusân		Ill.	kuál´lusân	l->l´l	kuál´lusáid	l->l´l
N+Sg+Loc	kuál´lusist		Lokat.	kuál´lusist	l->l´l	kuál´lusijn	l->l´l
N+Sg+Com	kuál´lusáin		Kom. 	kuál´lusáin	l->l´l	kuál´lusijguin	l->l´l
N+Sg+Abe	kuál´lusttáá		Abess.	kuál´lusttáá	l->l´l	kuál´lusijttáá	l->l´l
N+Ess	[kuál´lusin, kuálusin]		Ess.	kuál´lusin	l->l´l		
N+Par	[kuál´lusid, kuálusid]			kuálusin			
N+Pl+Nom	kuál´luseh		part.	kuál´lusid	l->l´l		
N+Pl+Gen	kuál´lusij			kuálusid			
N+Pl+Acc	kuál´lusijd						
N+Pl+Ill	kuál´lusáid						
N+Pl+Loc	kuál´lusijn						
N+Pl+Com	kuál´lusijguin						
N+Pl+Abe	kuál´lusijttáá						
							
							
							
							
			2a				
			ČIEPâS				
			d-k				
Noun - Čiepâs:	# 2A d -k, p > p'p		p->p´p				
N+Sg+Nom	čiepâs		Nom. 	Čiepâs		čiep´pâseh	p->p´p
N+Sg+Gen	čiep´pâs		Gen.	Čiep´pâs	p->p´p	čiep´pâsij	p->p´p
N+Sg+Acc	čiep´pâs		Akk.	Čiep´pâs	p->p´p	čiep´pásijd	p->p´p
N+Sg+Ill	čiep´pâsân		Ill.	Čiep´pâsân	p->p´p	čiep´pâsáid	p->p´p
N+Sg+Loc	čiep´pâsist		Lokat.	čiep´pâsist	p->p´p	čiep´pâsijn	p->p´p
N+Sg+Com	čiep´pâsáin 		Kom. 	čiep´pâsáin 	p->p´p	čiep´pâsijguin	p->p´p
N+Sg+Abe	čiep´pâsttáá		Abess.	čiep´pâsttáá	p->p´p	čiep´pâsijttáá	p->p´p
N+Ess	[čie´pâsin, čiep´pâsin]		Ess.	čie´pâsin			
N+Par	[čie´pâsid, čiep´pâsid]			čiep´pâsin			
N+Pl+Nom	čiep´pâseh		part.	čie´pâsid			
N+Pl+Gen	čiep´pâsij			čiep´pâsid			
N+Pl+Acc	čiep´pásijd						
N+Pl+Ill	čiep´pâsáid						
N+Pl+Loc	čiep´pâsijn						
N+Pl+Com	čiep´pâsijguin						
N+Pl+Abe	čiep´pâsijttáá						
							
							
							
							
							
							
			2a				
			VEESKIR				
			v-kk				
			sk-›s´k				
			ee-›iä				
			(ee-›e´)				
Noun - veeskir:	# 2A v -kk, sk s'k, ee >iä, VV V		eeski-›iäs´ká				
N+Sg+Nom	veeskir		Nom. 	veeskir		viäs´káreh	eeski-›iäs´ká
N+Sg+Gen	viäs´kár		Gen.	viäs´kár	eeski-›iäs´ká	viäs´kárij	eeski-›iäs´ká
N+Sg+Acc	viäs´kár		Akk.	viäs´kár	eeski-›iäs´ká	viäs´kárijd	eeski-›iäs´ká
N+Sg+Ill	viäs´kárân		Ill.	viäs´kárân	eeski-›iäs´ká	viäs´káráid	eeski-›iäs´ká
N+Sg+Loc	viäs´kárist		Lokat.	viäs´kárist	eeski-›iäs´ká	viäs´kárijn	eeski-›iäs´ká
N+Sg+Com	viäs´káráin		Kom. 	viäs´káráin	eeski-›iäs´ká	viäs´kárijguin	eeski-›iäs´ká
N+Sg+Abe	viäs´kárttáá		Abess.	viäs´kárttáá	eeski-›iäs´ká	viäs´kárijttáá	eeski-›iäs´ká
N+Ess	[viäs´kárin, ve´skirin]		Ess.	viäs´kárin	eeski-›iäs´ká		
N+Par	[viäs´kárid, ve´skirid]			ve´skirin	(ee-›e´)		
N+Pl+Nom	viäs´káreh		part.	viäs´kárid	eeski-›iäs´ká		
N+Pl+Gen	viäs´kárij			ve´skirid	(ee-›e´)		
N+Pl+Acc	viäs´kárijd						
N+Pl+Ill	viäs´káráid						
N+Pl+Loc	viäs´kárijn						
N+Pl+Com	viäs´kárijguin						
N+Pl+Abe	viäs´kárijttáá						
							
							
							
							
							
							
			2a				
			KÄÄVIR				
			v-k				
			v->h				
Noun - käävir:	# 2A v-k, v->h, VV > V		ää->ä				
N+Sg+Nom	käävir		Nom. 	käävir		kähireh	v->h, ää->ä
N+Sg+Gen	käähir		Gen.	käähir	v->h	kähirij	v->h, ää->ä
N+Sg+Acc	käähir		Akk.	käähir	v->h	kähirijd	v->h, ää->ä
N+Sg+Ill	kähirân		Ill.	kähirân	v->h, ää->ä	kähiráid	v->h, ää->ä
N+Sg+Loc	kähirist		Lokat.	kähirist	v->h, ää->ä	kähirijn	v->h, ää->ä
N+Sg+Com	kähirain		Kom. 	kähirain	v->h, ää->ä	kähirijguin	v->h, ää->ä
N+Sg+Abe	käähirttáá		Abess.	käähirttáá	v->h	kähirijttáá	v->h, ää->ä
N+Ess	[kähirin, kävirin]		Ess.	kähirin	v->h, ää->ä		
N+Par	[kähirid, kävirid]			kävirin	ää->ä		
N+Pl+Nom	kähireh		part.	kähirid	v->h, ää->ä		
N+Pl+Gen	kähirij			kävirid	ää->ä		
N+Pl+Acc	kähirijd						
N+Pl+Ill	kähiráid						
N+Pl+Loc	kähirijn						
N+Pl+Com	kähirijguin						
N+Pl+Abe	kähirijttáá						
							
							
							
							
							
							
							
			2B				
			HÄÄNIS				
			v-k-v				
			n->nn				
			ää->áá				
			ää->á				
			i->á				
Noun - häänis:	# 2A v-k-v, C > C (pelikukke) / CC, 						
N+Sg+Nom	häänis		Nom. 	häänis		hánáseh	ääni->áná
N+Sg+Gen	háánnás		Gen.	háánnás	ääni->áánná	hánásij	ääni->áná
N+Sg+Acc	háánnás		Akk.	háánnás	ääni->áánná	hánásijd	ääni->áná
N+Sg+Ill	hánásân		Ill.	hánásân	ääni->áná	hánásáid	ääni->áná
N+Sg+Loc	hánásist		Lokat.	hánásist	ääni->áná	hánásijn	ääni->áná
N+Sg+Com	hánásáin		Kom. 	hánásáin	ääni->áná	hánásijguin	ääni->áná
N+Sg+Abe	hánásttáá vâi háánnásttáá		Abess.	hánásttáá vâi háánnásttáá		hánásijttáá	ääni->áná
N+Ess	[hánásin, hänisin]		Ess.	hánásin	ääni->áná		
N+Par	[hánásid, hänisid]			hänisin			
N+Pl+Nom	hánáseh		part.	hánásid	ääni->áná		
N+Pl+Gen	hánásij			hänisid			
N+Pl+Acc	hánásijd						
N+Pl+Ill	hánásáid						
N+Pl+Loc	hánásijn						
N+Pl+Com	hánásijguin						
N+Pl+Abe	hánásijttáá						
							
							
			2b				
			NAVER				
			k-v				
			v->hh				
			v->h				
			e->aa				
Noun - naver:	# 2A		aa->a				
N+Sg+Nom	naver		Nom. 	naver		nahareh	ve>ha
N+Sg+Gen	nahhaar		Gen.	nahhaar	ve>hhaa	naharij	ve>ha
N+Sg+Acc	nahhaar		Akk.	nahhaar	ve>hhaa	naharijd	ve>ha
N+Sg+Ill	naharân		Ill.	naharân	ve>ha	naharáid	ve>ha
N+Sg+Loc	naharist		Lokat.	naharist	ve>ha	naharijn	ve>ha
N+Sg+Com	naharáin		Kom. 	naharáin	ve>ha	naharijguin	ve>ha
N+Sg+Abe	nahhaarttáá		Abess.	nahhaarttáá	ve>hhaa	naharijttáá	ve>ha
N+Ess	[naharin, naverin]		Ess.	naharin			
N+Par	[naharid, naverid]			naverin			
N+Pl+Nom	nahareh		part.	naharid			
N+Pl+Gen	naharij			naverid			
N+Pl+Acc	naharijd						
N+Pl+Ill	naharáid						
N+Pl+Loc	naharijn						
N+Pl+Com	naharijguin						
N+Pl+Abe	naharijttáá						
							
							
							
							
							
							
			2b				
			HIÐES				
			k-v				
			đ->tt				
			đ->t				
Noun - hiđes:	# 2A		e->á				
N+Sg+Nom	hiđes		Nom. 	hiđes		hitáseh	đe->tá
N+Sg+Gen	hittás		Gen.	hittás	đe->ttá	hitásij	đe->tá
N+Sg+Acc	hittás		Akk.	hittás	đe->ttá	hitásijd	đe->tá
N+Sg+Ill	hitásân		Ill.	hitásân	đe->tá	hitásáid	đe->tá
N+Sg+Loc	hitásist		Lokat.	hitásist	đe->tá	hitásijn	đe->tá
N+Sg+Com	hitásáin		Kom. 	hitásáin	đe->tá	hitásijguin	đe->tá
N+Sg+Abe	hitásttáá vâi hittásttáá		Abess.	hitásttáá vâi 		hitásijttáá	đe->tá
N+Ess	[hitásin, hiđesin]			hittásttáá	đe->tá		
N+Par	[hitásid, hiđesid]		Ess.	hitásin			
N+Pl+Nom	hitáseh			hiđesin	đe->tá		
N+Pl+Gen	hitásij		part.	hitásid			
N+Pl+Acc	hitásijd			hiđesid			
N+Pl+Ill	hitásáid						
N+Pl+Loc	hitásijn						
N+Pl+Com	hitásijguin						
N+Pl+Abe	hitásijttáá						
							
							
							
							
							
							
							
			2b				
			KYEVER				
			d-k-v				
			v->pp				
			ye´->ye				
Noun - kye´ver:	# 2A		e->i				
N+Sg+Nom	kye´ver		Nom. 	kye´ver		kye´pireh	ye´ve->ye´pi
N+Sg+Gen	kyeppir		Gen.	kyeppir	ye´ve->yeppi	kye´pirij	ye´ve->ye´pi
N+Sg+Acc	kyeppir		Akk.	kyeppir	ye´ve->yeppi	kye´pirijd	ye´ve->ye´pi
N+Sg+Ill	kye´pirân		Ill.	kye´pirân	ye´ve->ye´pi	kye´piráid	ye´ve->ye´pi
N+Sg+Loc	kye´pirist		Lokat.	kye´pirist	ye´ve->ye´pi	kye´pirijn	ye´ve->ye´pi
N+Sg+Com	kye´piráin		Kom. 	kye´piráin	ye´ve->ye´pi	kye´pirijguin	ye´ve->ye´pi
N+Sg+Abe	kyeppirttáá		Abess.	kyeppirttáá	ye´ve->yeppi	kye´pirijttáá	ye´ve->ye´pi
N+Ess	[kye´pirin, kye´verin]		Ess.	kye´pirin	ye´ve->ye´pi		
N+Par	[kye´pirid, kye´verid]			kye´verin			
N+Pl+Nom	kye´pireh		part.	kye´pirid	ye´ve->ye´pi		
N+Pl+Gen	kye´pirij			kye´verid			
N+Pl+Acc	kye´pirijd						
N+Pl+Ill	kye´piráid						
N+Pl+Loc	kye´pirijn						
N+Pl+Com	kye´pirijguin						
N+Pl+Abe	kye´pirijttáá						
							
							
							
							
							
			2b				
			SAJOS				
			v-k				
			j->ij				
			o->oo				
Noun - sajos:	# 2A						
N+Sg+Nom	sajos		Nom. 	sajos		sajoseh	
N+Sg+Gen	saijoos		Gen.	saijoos	jo->ijoo	sajosij	
N+Sg+Acc	saijoos		Akk.	saijoos	jo->ijoo	sajosijd	
N+Sg+Ill	sajosân		Ill.	sajosân		sajosáid	
N+Sg+Loc	sajosist		Lokat.	sajosist		sajosijn	
N+Sg+Com	sajosáin		Kom. 	sajosáin		sajosijgin	
N+Sg+Abe	saijoosttáá		Abess.	saijoosttáá	jo->ijoo	sajosijttáá	
N+Ess	sajosin		Ess.				
N+Par	sajosid			sajosin			
N+Pl+Nom	sajoseh		part.				
N+Pl+Gen	sajosij			sajosid			
N+Pl+Acc	sajosijd						
N+Pl+Ill	sajosáid						
N+Pl+Loc	sajosijn						
N+Pl+Com	sajosijgin						
N+Pl+Abe	sajosijttáá						
							
							
							
							
							
							
			2b				
			NAVER				
			k-v				
			v->hh				
			v->h				
			e->aa				
Noun - naver:	# 2A		aa->a				
N+Sg+Nom	naver		Nom. 	naver		nahareh	ve>ha
N+Sg+Gen	nahhaar		Gen.	nahhaar	ve>hhaa	naharij	ve>ha
N+Sg+Acc	nahhaar		Akk.	nahhaar	ve>hhaa	naharijd	ve>ha
N+Sg+Ill	naharân		Ill.	naharân	ve>ha	naharáid	ve>ha
N+Sg+Loc	naharist		Lokat.	naharist	ve>ha	naharijn	ve>ha
N+Sg+Com	naharáin		Kom. 	naharáin	ve>ha	naharijguin	ve>ha
N+Sg+Abe	nahhaarttáá		Abess.	nahhaarttáá	ve>hhaa	naharijttáá	ve>ha
N+Ess	[naharin, naverin]		Ess.	naharin			
N+Par	[naharid, naverid]			naverin			
N+Pl+Nom	nahareh		part.	naharid			
N+Pl+Gen	naharij			naverid			
N+Pl+Acc	naharijd						
N+Pl+Ill	naharáid						
N+Pl+Loc	naharijn						
N+Pl+Com	naharijguin						
N+Pl+Abe	naharijttáá						
							
							
							
							
							
							
							
							
			2b				
			ČAVOS				
			v-k				
			v->pp				
			v->p				
Noun - čavos:	# 2A		o->oo				
N+Sg+Nom	čavos		Nom. 	čavos		čaposeh	v->p
N+Sg+Gen	čappoos		Gen.	čappoos	vo->ppoo	čaposij	v->p
N+Sg+Acc	čappoos		Akk.	čappoos	vo->ppoo	čaposijd	v->p
N+Sg+Ill	čaposân		Ill.	čaposân	v->p	čaposáid	v->p
N+Sg+Loc	čaposist		Lokat.	čaposist	v->p	čaposijn	v->p
N+Sg+Com	čaposáin		Kom. 	čaposáin	v->p	čaposijguin	v->p
N+Sg+Abe	čappoosttáá		Abess.	čappoosttáá	vo->ppoo	čaposijttáá	v->p
N+Ess	[čaposin, čavosin]		Ess.	čaposin	v->p		
N+Par	[čaposid, čavosid]			čavosin			
N+Pl+Nom	čaposeh		part.	čaposid	v->p		
N+Pl+Gen	čaposij			čavosid			
N+Pl+Acc	čaposijd						
N+Pl+Ill	čaposáid						
N+Pl+Loc	čaposijn						
N+Pl+Com	čaposijguin						
N+Pl+Abe	čaposijttáá						
							
							
							
							
							
							
							
							
			2b				
			NJUOĐâS				
			d-k				
			đ->tt				
Noun - njuođâs:	# 2A		tt->t				
N+Sg+Nom	njuođâs		Nom. 	njuođâs		njuo´tâseh	tt->t
N+Sg+Gen	njuottâs		Gen.	njuottâs	đ->tt	njuo´tâsij	tt->t
N+Sg+Acc	njuottâs		Akk.	njuottâs	đ->tt	njuo´tâsijd	tt->t
N+Sg+Ill	njuo´tâsân		Ill.	njuo´tâsân	tt->t	njuo´tâsáid	tt->t
N+Sg+Loc	njuo´tâsist		Lokat.	njuo´tâsist	tt->t	njuo´tâsijn	tt->t
N+Sg+Com	njuo´tâsáin		Kom. 	njuo´tâsáin	tt->t	njuo´tâsijguin	tt->t
N+Sg+Abe	njuottâsttáá		Abess.	njuottâsttáá	đ->tt	njuo´tâsijttáá	tt->t
N+Ess	[njuođâsin, njuo´tâsin]		Ess.	njuođâsin			
N+Par	[njuođâsid, njuo´tâsid]			njuo´tâsin			
N+Pl+Nom	njuo´tâseh		part.	njuođâsid			
N+Pl+Gen	njuo´tâsij			njuo´tâsid			
N+Pl+Acc	njuo´tâsijd						
N+Pl+Ill	njuo´tâsáid						
N+Pl+Loc	njuo´tâsijn						
N+Pl+Com	njuo´tâsijguin						
N+Pl+Abe	njuo´tâsijttáá						
							
							
							
							
							
							
							
			2b				
			PÄÄVIR				
			v-k-v				
			v->pp				
			ää->áá				
			ää->á				
			i->á				
Noun - päävir:	# 2A		ää->ä				
N+Sg+Nom	päävir		Nom. 	päävir		pápáreh	äävi->ápá
N+Sg+Gen	pááppár		Gen.	pááppár	äävi->ááppá	pápárij	äävi->ápá
N+Sg+Acc	pááppár		Akk.	pááppár	äävi->ááppá	pápárijd	äävi->ápá
N+Sg+Ill	pápárân		Ill.	pápárân	äävi->ápá	pápáráid	äävi->ápá
N+Sg+Loc	pápárist		Lokat.	pápárist	äävi->ápá	pápárijn	äävi->ápá
N+Sg+Com	pápáráin		Kom. 	pápáráin	äävi->ápá	pápárijguin	äävi->ápá
N+Sg+Abe	pááppárttáá		Abess.	pááppárttáá	äävi->ááppá	pápárijttáá	äävi->ápá
N+Ess	[pápárin, pävirin]		Ess.	pápárin	äävi->ápá		
N+Par	[pápárid, pävirid]			pävirin	ää->ä		
N+Pl+Nom	pápáreh		part.	pápárid	äävi->ápá		
N+Pl+Gen	pápárij			pävirid	ää->ä		
N+Pl+Acc	pápárijd						
N+Pl+Ill	pápáráid						
N+Pl+Loc	pápárijn						
N+Pl+Com	pápárijguin						
N+Pl+Abe	pápárijttáá						
							
							
							
							
							
							
							
			2b				
			KIELâS				
			d-k				
Noun - Kielâs:	# 2A		l->ll				
N+Sg+Nom	Kielâs		Nom. 	Kielâs		kie´lâseh	
N+Sg+Gen	Kiellas		Gen.	Kiellas	l->ll	kie´lâsij	
N+Sg+Acc	Kiellâs		Akk.	Kiellâs	l->ll	kie´lâsijd	
N+Sg+Ill	Kie´lâsân		Illat.	Kie´lâsân		kie´lâsáid	
N+Sg+Loc	Kie´lâsist		Lokat.	Kie´lâsist		kie´lâsijn	
N+Sg+Com	kie´lâsáin		Kom.	kie´lâsáin		kie´lâsijguin	
N+Sg+Abe	kiellâsttáá		abess.	kiellâsttáá	l->ll	kiel´lâsijttáá	l->ll
N+Ess	[kie´lâsin, kieĺâsin, kiellâsin]		ess.	kie´lâsin			
N+Par	[kie´lâsid, kielâsid, kiellâsid]			kieĺâsin			
N+Pl+Nom	kie´lâseh			kiellâsin			
N+Pl+Gen	kie´lâsij		partit.	kie´lâsid			
N+Pl+Acc	kie´lâsijd			kielâsid			
N+Pl+Ill	kie´lâsáid			kiellâsid			
N+Pl+Loc	kie´lâsijn						
N+Pl+Com	kie´lâsijguin						
N+Pl+Abe	kiel´lâsijttáá						
							
							
							
							
							
							
							
							
			eres				
			LYE´ ME				
			d-k				
			´m->mm				
			ye->uá				
Noun - lye´me:	# eres		e->á				
N+Sg+Nom	lye´me		Nom. 	lye´me		luá´máneh	ye´me->uá´mán
N+Sg+Gen	luámmán		Gen.	luámmán	ye´me->uámmán	luá´mánij	ye´me->uá´mán
N+Sg+Acc	luámmán		Akk.	luámmán	ye´me->uámmán	luá´mánijd	ye´me->uá´mán
N+Sg+Ill	luá´mánân		Illat.	luá´mánân	ye´me->uá´mán	luá´mánáid	ye´me->uá´mán
N+Sg+Loc	luá´mánist		Lokat.	luá´mánist	ye´me->uá´mán	luá´mánijn	ye´me->uá´mán
N+Sg+Com	luá´mánáin		Kom.	luá´mánáin	ye´me->uá´mán	luá´mánijguin	ye´me->uá´mán
N+Sg+Abe	luámmánttáá		abess.	luámmánttáá	ye´me->uámmán	luá´mánijttáá	ye´me->uá´mán
N+Ess	[luá´mánin, lyemeen]		ess.	luá´mánin	ye´me->uá´mán		
N+Par	[luá´mánid, lyemeed]			lyemeen			
N+Pl+Nom	luá´máneh		partit.	luá´mánid	ye´me->uá´mán		
N+Pl+Gen	luá´mánij			lyemeed			
N+Pl+Acc	luá´mánijd						
N+Pl+Ill	luá´mánáid						
N+Pl+Loc	luá´mánijn						
N+Pl+Com	luá´mánijguin						
N+Pl+Abe	luá´mánijttáá						
							
							
							
							
							
							
			SIÄMU				
			d-k				
			m->mm				
Noun - siämu:	# eres		m->´m				
N+Sg+Nom	siämu		Nom. 	siämu		siä´muneh	m->´m
N+Sg+Gen	siämmun		Gen.	siämmun	m->mm	siä´munij	m->´m
N+Sg+Acc	siämmun		Akk.	siämmun	m->mm	siä´munijd	m->´m
N+Sg+Ill	siä´munân		Illat.	siä´munân	m->´m	siä´munáid	m->´m
N+Sg+Loc	siä´munist		Lokat.	siä´munist	m->´m	siä´munijn	m->´m
N+Sg+Com	siä´munáin		Kom.	siä´munáin	m->´m	siä´munijguin	m->´m
N+Sg+Abe	siämmunttáá		abess.	siämmunttáá	m->mm	siä´munijttáá	m->´m
N+Ess	[siämun, siä´munin]		ess.	siämun			
N+Par	[siämud, siä´munid]			siä´munin			
N+Pl+Nom	siä´muneh		partit.	siämud			
N+Pl+Gen	siä´munij			siä´munid			
N+Pl+Acc	siä´munijd						
N+Pl+Ill	siä´munáid						
N+Pl+Loc	siä´munijn						
N+Pl+Com	siä´munijguin						
N+Pl+Abe	siä´munijttáá						
							
							
							
							
							
							
			VAASKÂ				
			v-kk				
			aa->a				
Noun - vaaskâ:	# eres		m				
N+Sg+Nom	vaaskâ		Nom. 	vaaskâ		vaskâmeh	aa->a, m
N+Sg+Gen	vaskâm		Gen.	vaskâm	aa->a, m	vaskâmij	aa->a, m
N+Sg+Acc	vaskâm		Akk.	vaskâm	aa->a, m	vaskâmijd	aa->a, m
N+Sg+Ill	vaskâmân		Illat.	vaskâmân	aa->a, m	vaskâmáid	aa->a, m
N+Sg+Loc	vaskâmist		Lokat.	vaskâmist	aa->a, m	vaskâmijn	aa->a, m
N+Sg+Com	vaskâmain		Kom.	vaskâmain	aa->a, m	vaskâmijguin	aa->a, m
N+Sg+Abe	vaskâmttáá		abess.	vaskâmttáá	aa->a, m	vaskâmijttáá	aa->a, m
N+Ess	[vaskâmin, vaaskân]		ess.	vaskâmin	aa->a, m		
N+Par	[vaskâmid, vaaskâd]			vaaskân			
N+Pl+Nom	vaskâmeh		partit.	vaskâmid	aa->a, m		
N+Pl+Gen	vaskâmij			vaaskâd			
N+Pl+Acc	vaskâmijd						
N+Pl+Ill	vaskâmáid						
N+Pl+Loc	vaskâmijn						
N+Pl+Com	vaskâmijguin						
N+Pl+Abe	vaskâmijttáá						
							
							
							
							
							
							
							
			SIEMÂ				
			d-k				
			m->mm				
			m->´m				
Noun - siemâ:	# eres		n				
N+Sg+Nom	siemâ		Nom. 	siemâ		sie´mâneh	m->´m
N+Sg+Gen	siemmân		Gen.	siemmân	m->mm	sie´mânij	m->´m
N+Sg+Acc	siemmân		Akk.	siemmân	m->mm	sie´mânijd	m->´m
N+Sg+Ill	sie´mânân		Illat.	sie´mânân	m->´m	sie´mânáid	m->´m
N+Sg+Loc	sie´mânist		Lokat.	sie´mânist	m->´m	sie´mânijn	m->´m
N+Sg+Com	sie´mânáin		Kom.	sie´mânáin	m->´m	sie´mânijguin	m->´m
N+Sg+Abe	siemmânttáá		abess.	siemmânttáá	m->mm	sie´mânijttáá	m->´m
N+Ess	[siemân, sie´mânin]		ess.	siemân			
N+Par	[siemâd, sie´mânid]			sie´mânin			
N+Pl+Nom	sie´mâneh		partit.	siemâd			
N+Pl+Gen	sie´mânij			sie´mânid			
N+Pl+Acc	sie´mânijd						
N+Pl+Ill	sie´mânáid						
N+Pl+Loc	sie´mânijn						
N+Pl+Com	sie´mânijguin						
N+Pl+Abe	sie´mânijttáá						
							
							
							
							
							
							
							
			ČEVE				
			v-k-v				
			v->p´p				
			v->´p				
			e->iä				
			e->á				
			t				
Noun - čeve:	# eres		t->tt				
N+Sg+Nom	čeve		Nom. 	čeve		čiä´pátteh	eve->iä´pátt
N+Sg+Gen	čiäp´pát		Gen.	čiäp´pát	eve->iäp´pát	čiä´páttij	eve->iä´pátt
N+Sg+Acc	čiäp´pát		Akk.	čiäp´pát	eve->iäp´pát	čiä´páttijd	eve->iä´pátt
N+Sg+Ill	čiä´páttân		Illat.	čiä´páttân	eve->iä´pátt	čiä´páttáid	eve->iä´pátt
N+Sg+Loc	čiä´páttist		Lokat.	čiä´páttist	eve->iä´pátt	čiä´páttijn	eve->iä´pátt
N+Sg+Com	čiä´páttáin		Kom.	čiä´páttáin	eve->iä´pátt	čiä´páttijguin	eve->iä´pátt
N+Sg+Abe	čiä´ppáttáá		abess.	čiä´ppáttáá		čiä´páttijttáá	eve->iä´pátt
N+Ess	[čiä´páttin, čeeveen]		ess.	čiä´páttin			
N+Par	[čiä´páttid, čeeveed]			čeeveen			
N+Pl+Nom	čiä´pátteh		partit.	čiä´páttid			
N+Pl+Gen	čiä´páttij			čeeveed			
N+Pl+Acc	čiä´páttijd						
N+Pl+Ill	čiä´páttáid						
N+Pl+Loc	čiä´páttijn						
N+Pl+Com	čiä´páttijguin						
N+Pl+Abe	čiä´páttijttáá						
							
							
							
							
							
							
							
			NUOVČÂ				
			d-kk				
			vč->h´č				
Noun - njuovčâ:	# eres		m				
N+Sg+Nom	njuovčâ		Nom. 	njuovčâ		njuoh´čâmeh	vč->h´č, m
N+Sg+Gen	njuoh´čâm		Gen.	njuoh´čâm	vč->h´č, m	njuoh´čâmij	vč->h´č, m
N+Sg+Acc	njuoh´čâm		Akk.	njuoh´čâm	vč->h´č, m	njuoh´čâmijd	vč->h´č, m
N+Sg+Ill	njuoh´čâmân		Illat.	njuoh´čâmân	vč->h´č, m	njuoh´čâmáid	vč->h´č, m
N+Sg+Loc	njuoh´čâmist		Lokat.	njuoh´čâmist	vč->h´č, m	njuoh´čâmijn	vč->h´č, m
N+Sg+Com	njuoh´čâmáin		Kom.	njuoh´čâmáin	vč->h´č, m	njuoh´čâmijguin	vč->h´č, m
N+Sg+Abe	njuoh´čâmttáá		abess.	njuoh´čâmttáá	vč->h´č, m	njuoh´čâmijttáá	vč->h´č, m
N+Ess	[njuoh´čâmin, njuovčân]		ess.	njuoh´čâmin	vč->h´č, m		
N+Par	[njuoh´čâmid, njuovčâd]			njuovčân			
N+Pl+Nom	njuoh´čâmeh		partit.	njuoh´čâmid	vč->h´č, m		
N+Pl+Gen	njuoh´čâmij			njuovčâd			
N+Pl+Acc	njuoh´čâmijd						
N+Pl+Ill	njuoh´čâmáid						
N+Pl+Loc	njuoh´čâmijn						
N+Pl+Com	njuoh´čâmijguin						
N+Pl+Abe	njuoh´čâmijttáá						
							
							
							
							
							
							
			SOOVSÂ				
			v-kk				
			v->k				
			oo->o				
Noun - soovsâ:	# eres		m				
N+Sg+Nom	soovsâ		Nom. 	soovsâ		soksâmeh	oov->ok, m
N+Sg+Gen	soksâm		Gen.	soksâm	oov->ok, m	soksâmij	oov->ok, m
N+Sg+Acc	soksâm		Akk.	soksâm	oov->ok, m	soksâmijd	oov->ok, m
N+Sg+Ill	soksâmân		Illat.	soksâmân	oov->ok, m	soksâmáid	oov->ok, m
N+Sg+Loc	soksâmist		Lokat.	soksâmist	oov->ok, m	soksâmijn	oov->ok, m
N+Sg+Com	soksâmáin		Kom.	soksâmáin	oov->ok, m	soksâmijguin	oov->ok, m
N+Sg+Abe	soksâmttáá		abess.	soksâmttáá	oov->ok, m	soksâmijttáá	oov->ok, m
N+Ess	[soksâmin, soovsân]		ess.	soksâmin	oov->ok, m		
N+Par	[soksâmid, soovsâd]			soovsân			
N+Pl+Nom	soksâmeh		partit.	soksâmid	oov->ok, m		
N+Pl+Gen	soksâmij			soovsâd			
N+Pl+Acc	soksâmijd						
N+Pl+Ill	soksâmáid						
N+Pl+Loc	soksâmijn						
N+Pl+Com	soksâmijguin						
N+Pl+Abe	soksâmijttáá						
