16	Pl+Abe	 muáloittáá    	 muáluittáá    		
	puáđu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 puáđu    			
2	Sg+Gen	 puáđo    	 puáđu    		
3	Sg+Acc	 puáđo    	 puáđu    		
4	Sg+Ill	 puáđun    			
5	Sg+Loc	 puáđoost    	 puáđust    		
6	Sg+Com	 puáđoin    	 puáđooin    		
7	Sg+Abe	 puáđottáá    	 puáđuttáá    		
8	Ess	 puáđđun    			
9	Par	 puáđđud    			
10	Pl+Nom	 puáđoh    	 puáđuh    		
11	Pl+Gen	 puáđoi    	 puáđui    		
12	Pl+Acc	 puáđoid    	 puáđuid    		
13	Pl+Ill	 puáđooid    	 puáđoid    		
14	Pl+Loc	 puáđoin    	 puáđuin    		
15	Pl+Com	 puáđoiguin    	 puáđoigijn    	 puáđuiguin    	 puáđuigijn    
16	Pl+Abe	 puáđoittáá    	 puáđuittáá    		
	puálu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 puálu    			
2	Sg+Gen	 puálu    	 puálo    		
3	Sg+Acc	 puálu    	 puálo    		
4	Sg+Ill	 puálun    			
5	Sg+Loc	 puálust    	 puáloost    		
6	Sg+Com	 puáloin    	 puálooin    		
7	Sg+Abe	 puáluttáá    	 puálottáá    		
8	Ess	 puállun    			
9	Par	 puállud    			
10	Pl+Nom	 puáluh    	 puáloh    		
11	Pl+Gen	 puálui    	 puáloi    		
12	Pl+Acc	 puáluid    	 puáloid    		
13	Pl+Ill	 puálooid    	 puáloid    		
14	Pl+Loc	 puáluin    	 puáloin    		
15	Pl+Com	 puáluiguin    	 puáluigijn    	 puáloiguin    	 puáloigijn    
16	Pl+Abe	 puáluittáá    	 puáloittáá    		
	suánju	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 suánju    			
2	Sg+Gen	 suánjo    	 suánju    		
3	Sg+Acc	 suánjo    	 suánju    		
4	Sg+Ill	 suánjun    			
5	Sg+Loc	 suánjoost    	 suánjust    		
6	Sg+Com	 suánjoin    	 suánjooin    		
7	Sg+Abe	 suánjottáá    	 suánjuttáá    		
8	Ess	 suánjun    			
9	Par	 suánjud    			
10	Pl+Nom	 suánjoh    	 suánjuh    		
11	Pl+Gen	 suánjoi    	 suánjui    		
12	Pl+Acc	 suánjoid    	 suánjuid    		
13	Pl+Ill	 suánjooid    	 suánjoid    		
14	Pl+Loc	 suánjoin    	 suánjuin    		
15	Pl+Com	 suánjoiguin    	 suánjoigijn    	 suánjuiguin    	 suánjuigijn    
16	Pl+Abe	 suánjoittáá    	 suánjuittáá    		
	tuálu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 tuálu    			
2	Sg+Gen	 tuálu    	 tuálo    		
3	Sg+Acc	 tuálu    	 tuálo    		
4	Sg+Ill	 tuálun    			
5	Sg+Loc	 tuálust    	 tuáloost    		
6	Sg+Com	 tuáloin    	 tuálooin    		
7	Sg+Abe	 tuáluttáá    	 tuálottáá    		
8	Ess	 tuállun    			
9	Par	 tuállud    			
10	Pl+Nom	 tuáluh    	 tuáloh    		
11	Pl+Gen	 tuálui    	 tuáloi    		
12	Pl+Acc	 tuáluid    	 tuáloid    		
13	Pl+Ill	 tuálooid    	 tuáloid    		
14	Pl+Loc	 tuáluin    	 tuáloin    		
15	Pl+Com	 tuáluiguin    	 tuáluigijn    	 tuáloiguin    	 tuáloigijn    
16	Pl+Abe	 tuáluittáá    	 tuáloittáá    		
	tuámu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 tuámu    			
2	Sg+Gen	 tuámu    	 tuámo    		
3	Sg+Acc	 tuámu    	 tuámo    		
4	Sg+Ill	 tuámun    			
5	Sg+Loc	 tuámust    	 tuámoost    		
6	Sg+Com	 tuámoin    	 tuámooin    		
7	Sg+Abe	 tuámuttáá    	 tuámottáá    		
8	Ess	 tuámmun    			
9	Par	 tuámmud    			
10	Pl+Nom	 tuámuh    	 tuámoh    		
11	Pl+Gen	 tuámui    	 tuámoi    		
12	Pl+Acc	 tuámuid    	 tuámoid    		
13	Pl+Ill	 tuámooid    	 tuámoid    		
14	Pl+Loc	 tuámuin    	 tuámoin    		
15	Pl+Com	 tuámuiguin    	 tuámuigijn    	 tuámoiguin    	 tuámoigijn    
16	Pl+Abe	 tuámuittáá    	 tuámoittáá    		
	tuáru	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 tuáru    			
2	Sg+Gen	 tuáro    	 tuáru    		
3	Sg+Acc	 tuáro    	 tuáru    		
4	Sg+Ill	 tuárun    			
5	Sg+Loc	 tuároost    	 tuárust    		
6	Sg+Com	 tuároin    	 tuárooin    		
7	Sg+Abe	 tuárottáá    	 tuáruttáá    		
8	Ess	 tuárrun    			
9	Par	 tuárrud    			
10	Pl+Nom	 tuároh    	 tuáruh    		
11	Pl+Gen	 tuároi    	 tuárui    		
12	Pl+Acc	 tuároid    	 tuáruid    		
13	Pl+Ill	 tuárooid    	 tuároid    		
14	Pl+Loc	 tuároin    	 tuáruin    		
15	Pl+Com	 tuároiguin    	 tuároigijn    	 tuáruiguin    	 tuáruigijn    
16	Pl+Abe	 tuároittáá    	 tuáruittáá    		
	vuáđu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 vuáđu    			
2	Sg+Gen	 vuáđu    	 vuáđo    		
3	Sg+Acc	 vuáđu    	 vuáđo    		
4	Sg+Ill	 vuáđun    			
5	Sg+Loc	 vuáđust    	 vuáđoost    		
6	Sg+Com	 vuáđoin    	 vuáđooin    		
7	Sg+Abe	 vuáđuttáá    	 vuáđottáá    		
8	Ess	 vuáđđun    			
9	Par	 vuáđđud    			
10	Pl+Nom	 vuáđuh    	 vuáđoh    		
11	Pl+Gen	 vuáđui    	 vuáđoi    		
12	Pl+Acc	 vuáđuid    	 vuáđoid    		
13	Pl+Ill	 vuáđooid    	 vuáđoid    		
14	Pl+Loc	 vuáđuin    	 vuáđoin    		
15	Pl+Com	 vuáđuiguin    	 vuáđuigijn    	 vuáđoiguin    	 vuáđoigijn    
16	Pl+Abe	 vuáđuittáá    	 vuáđoittáá    		
	vuáju	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 vuáju    			
2	Sg+Gen	 vuájo    	 vuáju    		
3	Sg+Acc	 vuájo    	 vuáju    		
4	Sg+Ill	 vuájun    			
5	Sg+Loc	 vuájoost    	 vuájust    		
6	Sg+Com	 vuájoin    	 vuájooin    		
7	Sg+Abe	 vuájottáá    	 vuájuttáá    		
8	Ess	 vuájun    			
9	Par	 vuájud    			
10	Pl+Nom	 vuájoh    	 vuájuh    		
11	Pl+Gen	 vuájoi    	 vuájui    		
12	Pl+Acc	 vuájoid    	 vuájuid    		
13	Pl+Ill	 vuájooid    	 vuájoid    		
14	Pl+Loc	 vuájoin    	 vuájuin    		
15	Pl+Com	 vuájoiguin    	 vuájoigijn    	 vuájuiguin    	 vuájuigijn    
16	Pl+Abe	 vuájoittáá    	 vuájuittáá    		
