	láávu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 láávu    			
2	Sg+Gen	 lávo    	 láávu    		
3	Sg+Acc	 lávo    	 láávu    		
4	Sg+Ill	 láávun    			
5	Sg+Loc	 láávust    	 láávoost    		
6	Sg+Com	 láávoin    	 láávooin    		
7	Sg+Abe	 lávuttáá    	 lávottáá    		
8	Ess	 láávvun    			
9	Par	 láávvud    			
10	Pl+Nom	 lávoh    	 láávuh    		
11	Pl+Gen	 lávui    	 lávoi    	 láávui    	
12	Pl+Acc	 láávuid    	 láávoid    		
13	Pl+Ill	 láávooid    	 láávoid    		
14	Pl+Loc	 lávoin    	 láávuin    		
15	Pl+Com	 lávuiguin    	 lávuigijn    	 lávoiguin    	 lávoigijn    
16	Pl+Abe	 lávuittáá    	 lávoittáá    		
	šaalu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 šaalu    			
2	Sg+Gen	 šaalu    	 šaalo    		
3	Sg+Acc	 šaalu    	 šaalo    		
4	Sg+Ill	 šaalun    			
5	Sg+Loc	 šaalust    	 šaaloost    		
6	Sg+Com	 šaaloin    	 šaalooin    		
7	Sg+Abe	 šaaluttáá    	 šaalottáá    		
8	Ess	 šaallun    			
9	Par	 šaallud    			
10	Pl+Nom	 šaaluh    	 šaaloh    		
11	Pl+Gen	 šaalui    	 šaaloi    		
12	Pl+Acc	 šaaluid    	 šaaloid    		
13	Pl+Ill	 šaalooid    	 šaaloid    		
14	Pl+Loc	 šaaluin    	 šaaloin    		
15	Pl+Com	 šaaluiguin    	 šaaluigijn    	 šaaloiguin    	 šaaloigijn    
16	Pl+Abe	 šaaluittáá    	 šaaloittáá    		
	fáálu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 fáálu    			
2	Sg+Gen	 fálo    	 fáálu    		
3	Sg+Acc	 fálo    	 fáálu    		
4	Sg+Ill	 fáálun    			
5	Sg+Loc	 fáálust    	 fááloost    		
6	Sg+Com	 fááloin    	 fáálooin    		
7	Sg+Abe	 fáluttáá    	 fálottáá    		
8	Ess	 fáállun    			
9	Par	 fáállud    			
10	Pl+Nom	 fáloh    	 fááluh    		
11	Pl+Gen	 fálui    	 fáloi    	 fáálui    	
12	Pl+Acc	 fááluid    	 fááloid    		
13	Pl+Ill	 fáálooid    	 fááloid    		
14	Pl+Loc	 fáloin    	 fááluin    		
15	Pl+Com	 fáluiguin    	 fáluigijn    	 fáloiguin    	 fáloigijn    
16	Pl+Abe	 fáluittáá    	 fáloittáá    		
	fáámu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 fáámu    			
2	Sg+Gen	 fámo    	 fáámu    		
3	Sg+Acc	 fámo    	 fáámu    		
4	Sg+Ill	 fáámun    			
5	Sg+Loc	 fáámust    	 fáámoost    		
6	Sg+Com	 fáámoin    	 fáámooin    		
7	Sg+Abe	 fámuttáá    	 fámottáá    		
8	Ess	 fáámmun    			
9	Par	 fáámmud    			
10	Pl+Nom	 fámoh    	 fáámuh    		
11	Pl+Gen	 fámui    	 fámoi    	 fáámui    	
12	Pl+Acc	 fáámuid    	 fáámoid    		
13	Pl+Ill	 fáámooid    	 fáámoid    		
