14	Pl+Loc	 fámoin    	 fáámuin    		
15	Pl+Com	 fámuiguin    	 fámuigijn    	 fámoiguin    	 fámoigijn    
16	Pl+Abe	 fámuittáá    	 fámoittáá    		
	fááru	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 fááru    			
2	Sg+Gen	 fáro    	 fááru    		
3	Sg+Acc	 fáro    	 fááru    		
4	Sg+Ill	 fáárun    			
5	Sg+Loc	 fáárust    	 fáároost    		
6	Sg+Com	 fáároin    	 fáárooin    		
7	Sg+Abe	 fáruttáá    	 fárottáá    		
8	Ess	 fáárrun    			
9	Par	 fáárrud    			
10	Pl+Nom	 fároh    	 fááruh    		
11	Pl+Gen	 fárui    	 fároi    	 fáárui    	
12	Pl+Acc	 fááruid    	 fáároid    		
13	Pl+Ill	 fáárooid    	 fáároid    		
14	Pl+Loc	 fároin    	 fááruin    		
15	Pl+Com	 fáruiguin    	 fáruigijn    	 fároiguin    	 fároigijn    
16	Pl+Abe	 fáruittáá    	 fároittáá    		
	jáámu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 jáámu    			
2	Sg+Gen	 jámo    	 jáámu    		
3	Sg+Acc	 jámo    	 jáámu    		
4	Sg+Ill	 jáámun    			
5	Sg+Loc	 jáámust    	 jáámoost    		
6	Sg+Com	 jáámoin    	 jáámooin    		
7	Sg+Abe	 jámuttáá    	 jámottáá    		
8	Ess	 jáámmun    			
9	Par	 jáámmud    			
10	Pl+Nom	 jámoh    	 jáámuh    		
11	Pl+Gen	 jámui    	 jámoi    	 jáámui    	
12	Pl+Acc	 jáámuid    	 jáámoid    		
13	Pl+Ill	 jáámooid    	 jáámoid    		
14	Pl+Loc	 jámoin    	 jáámuin    		
15	Pl+Com	 jámuiguin    	 jámuigijn    	 jámoiguin    	 jámoigijn    
16	Pl+Abe	 jámuittáá    	 jámoittáá    		
	lááju	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 lááju    			
2	Sg+Gen	 lájo    	 lááju    		
3	Sg+Acc	 lájo    	 lááju    		
4	Sg+Ill	 láájun    			
5	Sg+Loc	 láájoost    	 láájust    		
6	Sg+Com	 láájoin    	 láájooin    		
7	Sg+Abe	 lájuttáá    	 lájottáá    		
8	Ess	 láájun    			
9	Par	 láájud    			
10	Pl+Nom	 lájoh    	 láájuh    		
11	Pl+Gen	 lájui    	 lájoi    	 láájui    	
12	Pl+Acc	 láájoid    	 láájuid    		
13	Pl+Ill	 láájooid    	 láájoid    		
14	Pl+Loc	 lájoin    	 láájuin    		
15	Pl+Com	 lájuiguin    	 lájuigijn    	 lájoiguin    	 lájoigijn    
16	Pl+Abe	 lájuittáá    	 lájoittáá    		
	máánu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 máánu    			
2	Sg+Gen	 máno    	 máánu    		
3	Sg+Acc	 máno    	 máánu    		
4	Sg+Ill	 máánun    			
5	Sg+Loc	 máánust    	 máánoost    		
6	Sg+Com	 máánoin    	 máánooin    		
7	Sg+Abe	 mánuttáá    	 mánottáá    		
8	Ess	 máánnun    			
9	Par	 máánnud    			
10	Pl+Nom	 mánoh    	 máánuh    		
11	Pl+Gen	 mánui    	 mánoi    	 máánui    	
12	Pl+Acc	 máánuid    	 máánoid    		
13	Pl+Ill	 máánooid    	 máánoid    		
14	Pl+Loc	 mánoin    	 máánuin    		
15	Pl+Com	 mánuiguin    	 mánuigijn    	 mánoiguin    	 mánoigijn    
16	Pl+Abe	 mánuittáá    	 mánoittáá    		
	náálu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 náálu    			
2	Sg+Gen	 nálo    	 náálu    		
3	Sg+Acc	 nálo    	 náálu    		
4	Sg+Ill	 náálun    			
5	Sg+Loc	 náálust    	 nááloost    		
6	Sg+Com	 nááloin    	 náálooin    		
7	Sg+Abe	 náluttáá    	 nálottáá    		
8	Ess	 náállun    			
9	Par	 náállud    			
10	Pl+Nom	 náloh    	 nááluh    		
11	Pl+Gen	 nálui    	 náloi    	 náálui    	
12	Pl+Acc	 nááluid    	 nááloid    		
13	Pl+Ill	 náálooid    	 nááloid    		
14	Pl+Loc	 náloin    	 nááluin    		
15	Pl+Com	 náluiguin    	 náluigijn    	 náloiguin    	 náloigijn    
16	Pl+Abe	 náluittáá    	 náloittáá    		
	pááru	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 pááru    			
2	Sg+Gen	 páro    	 pááru    		
3	Sg+Acc	 páro    	 pááru    		
4	Sg+Ill	 páárun    			
5	Sg+Loc	 páárust    	 páároost    		
6	Sg+Com	 páároin    	 páárooin    		
7	Sg+Abe	 páruttáá    	 párottáá    		
8	Ess	 páárrun    			
9	Par	 páárrud    			
10	Pl+Nom	 pároh    	 pááruh    		
11	Pl+Gen	 párui    	 pároi    	 páárui    	
12	Pl+Acc	 pááruid    	 páároid    		
13	Pl+Ill	 páárooid    	 páároid    		
14	Pl+Loc	 pároin    	 pááruin    		
15	Pl+Com	 páruiguin    	 páruigijn    	 pároiguin    	 pároigijn    
16	Pl+Abe	 páruittáá    	 pároittáá    		
	rááju	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 rááju    			
2	Sg+Gen	 rájo    	 rááju    		
3	Sg+Acc	 rájo    	 rááju    		
4	Sg+Ill	 ráájun    			
5	Sg+Loc	 ráájoost    	 ráájust    		
6	Sg+Com	 ráájoin    	 ráájooin    		
7	Sg+Abe	 rájuttáá    	 rájottáá    		
8	Ess	 ráájun    			
9	Par	 ráájud    			
10	Pl+Nom	 rájoh    	 ráájuh    		
11	Pl+Gen	 rájui    	 rájoi    	 ráájui    	
12	Pl+Acc	 ráájoid    	 ráájuid    		
13	Pl+Ill	 ráájooid    	 ráájoid    		
14	Pl+Loc	 rájoin    	 ráájuin    		
15	Pl+Com	 rájuiguin    	 rájuigijn    	 rájoiguin    	 rájoigijn    
16	Pl+Abe	 rájuittáá    	 rájoittáá    		
	ráánu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 ráánu    			
2	Sg+Gen	 ráno    	 ráánu    		
3	Sg+Acc	 ráno    	 ráánu    		
4	Sg+Ill	 ráánun    			
5	Sg+Loc	 ráánust    	 ráánoost    		
6	Sg+Com	 ráánoin    	 ráánooin    		
7	Sg+Abe	 ránuttáá    	 ránottáá    		
8	Ess	 ráánnun    			
9	Par	 ráánnud    			
10	Pl+Nom	 ránoh    	 ráánuh    		
11	Pl+Gen	 ránui    	 ránoi    	 ráánui    	
12	Pl+Acc	 ráánuid    	 ráánoid    		
13	Pl+Ill	 ráánooid    	 ráánoid    		
14	Pl+Loc	 ránoin    	 ráánuin    		
15	Pl+Com	 ránuiguin    	 ránuigijn    	 ránoiguin    	 ránoigijn    
16	Pl+Abe	 ránuittáá    	 ránoittáá    		
	táálu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 táálu    			
2	Sg+Gen	 tálo    	 táálu    		
3	Sg+Acc	 tálo    	 táálu    		
4	Sg+Ill	 táálun    			
5	Sg+Loc	 táálust    	 tááloost    		
6	Sg+Com	 tááloin    	 táálooin    		
7	Sg+Abe	 táluttáá    	 tálottáá    		
8	Ess	 táállun    			
9	Par	 táállud    			
10	Pl+Nom	 táloh    	 tááluh    		
11	Pl+Gen	 tálui    	 táloi    	 táálui    	
12	Pl+Acc	 tááluid    	 tááloid    		
13	Pl+Ill	 táálooid    	 tááloid    		
14	Pl+Loc	 táloin    	 tááluin    		
15	Pl+Com	 táluiguin    	 táluigijn    	 táloiguin    	 táloigijn    
16	Pl+Abe	 táluittáá    	 táloittáá    		
	stáálu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 stáálu    			
2	Sg+Gen	 stálo    	 stáálu    		
3	Sg+Acc	 stálo    	 stáálu    		
4	Sg+Ill	 stáálun    			
5	Sg+Loc	 stáálust    	 stááloost    		
6	Sg+Com	 stááloin    	 stáálooin    		
7	Sg+Abe	 stáluttáá    	 stálottáá    		
8	Ess	 stáállun    			
9	Par	 stáállud    			
10	Pl+Nom	 stáloh    	 stááluh    		
11	Pl+Gen	 stálui    	 stáloi    	 stáálui    	
12	Pl+Acc	 stááluid    	 stááloid    		
13	Pl+Ill	 stáálooid    	 stááloid    		
14	Pl+Loc	 stáloin    	 stááluin    		
15	Pl+Com	 stáluiguin    	 stáluigijn    	 stáloiguin    	 stáloigijn    
16	Pl+Abe	 stáluittáá    	 stáloittáá    		
	ááŋu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 ááŋu    			
2	Sg+Gen	 áŋo    	 ááŋu    		
3	Sg+Acc	 áŋo    	 ááŋu    		
4	Sg+Ill	 ááŋun    			
5	Sg+Loc	 ááŋust    	 ááŋoost    		
6	Sg+Com	 ááŋoin    	 ááŋooin    		
7	Sg+Abe	 áŋuttáá    	 áŋottáá    		
8	Ess	 ááŋŋun    			
9	Par	 ááŋŋud    			
10	Pl+Nom	 áŋoh    	 ááŋuh    		
11	Pl+Gen	 áŋui    	 áŋoi    	 ááŋui    	
12	Pl+Acc	 ááŋuid    	 ááŋoid    		
13	Pl+Ill	 ááŋooid    	 ááŋoid    		
14	Pl+Loc	 áŋoin    	 ááŋuin    		
15	Pl+Com	 áŋuiguin    	 áŋuigijn    	 áŋoiguin    	 áŋoigijn    
16	Pl+Abe	 áŋuittáá    	 áŋoittáá    		
	ááru	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 ááru    			
2	Sg+Gen	 áro    	 ááru    		
3	Sg+Acc	 áro    	 ááru    		
4	Sg+Ill	 áárun    			
5	Sg+Loc	 áárust    	 áároost    		
6	Sg+Com	 áároin    	 áárooin    		
7	Sg+Abe	 áruttáá    	 árottáá    		
8	Ess	 áárrun    			
9	Par	 áárrud    			
10	Pl+Nom	 ároh    	 ááruh    		
11	Pl+Gen	 árui    	 ároi    	 áárui    	
12	Pl+Acc	 ááruid    	 áároid    		
13	Pl+Ill	 áárooid    	 áároid    		
14	Pl+Loc	 ároin    	 ááruin    		
15	Pl+Com	 áruiguin    	 áruigijn    	 ároiguin    	 ároigijn    
16	Pl+Abe	 áruittáá    	 ároittáá    		
	áávu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 áávu    			
2	Sg+Gen	 ávo    	 áávu    		
3	Sg+Acc	 ávo    	 áávu    		
4	Sg+Ill	 áávun    			
5	Sg+Loc	 áávust    	 áávoost    		
6	Sg+Com	 áávoin    	 áávooin    		
7	Sg+Abe	 ávuttáá    	 ávottáá    		
8	Ess	 áávvun    			
9	Par	 áávvud    			
10	Pl+Nom	 ávoh    	 áávuh    		
11	Pl+Gen	 ávui    	 ávoi    	 áávui    	
12	Pl+Acc	 áávuid    	 áávoid    		
13	Pl+Ill	 áávooid    	 áávoid    		
14	Pl+Loc	 ávoin    	 áávuin    		
15	Pl+Com	 ávuiguin    	 ávuigijn    	 ávoiguin    	 ávoigijn    
16	Pl+Abe	 ávuittáá    	 ávoittáá    		
