16	Pl+Abe	 tiäđuittáá    	 tiäđoittáá    		
	viätu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 viätu    			
2	Sg+Gen	 viäđo    	 viäđu    		
3	Sg+Acc	 viäđo    	 viäđu    		
4	Sg+Ill	 viätun    			
5	Sg+Loc	 viäđoost    	 viäđust    		
6	Sg+Com	 viäđoin    	 viäđooin    		
7	Sg+Abe	 viäđottáá    	 viäđuttáá    		
8	Ess	 viättun    			
9	Par	 viättud    			
10	Pl+Nom	 viäđoh    	 viäđuh    		
11	Pl+Gen	 viäđoi    	 viäđui    		
12	Pl+Acc	 viäđoid    	 viäđuid    		
13	Pl+Ill	 viäđooid    	 viäđoid    		
14	Pl+Loc	 viäđoin    	 viäđuin    		
15	Pl+Com	 viäđoiguin    	 viäđoigijn    	 viäđuiguin    	 viäđuigijn    
16	Pl+Abe	 viäđoittáá    	 viäđuittáá    		
	kuátu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 kuátu    			
2	Sg+Gen	 kuáđo    	 kuáđu    		
3	Sg+Acc	 kuáđo    	 kuáđu    		
4	Sg+Ill	 kuátun    			
5	Sg+Loc	 kuáđoost    	 kuáđust    		
6	Sg+Com	 kuáđoin    	 kuáđooin    		
7	Sg+Abe	 kuáđottáá    	 kuáđuttáá    		
8	Ess	 kuáttun    			
9	Par	 kuáttud    			
10	Pl+Nom	 kuáđoh    	 kuáđuh    		
11	Pl+Gen	 kuáđoi    	 kuáđui    		
12	Pl+Acc	 kuáđoid    	 kuáđuid    		
13	Pl+Ill	 kuáđooid    	 kuáđoid    		
14	Pl+Loc	 kuáđoin    	 kuáđuin    		
15	Pl+Com	 kuáđoiguin    	 kuáđoigijn    	 kuáđuiguin    	 kuáđuigijn    
16	Pl+Abe	 kuáđoittáá    	 kuáđuittáá    		
	luátu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 luátu    			
2	Sg+Gen	 luáđo    	 luáđu    		
3	Sg+Acc	 luáđo    	 luáđu    		
4	Sg+Ill	 luátun    			
5	Sg+Loc	 luáđoost    	 luáđust    		
6	Sg+Com	 luáđoin    	 luáđooin    		
7	Sg+Abe	 luáđottáá    	 luáđuttáá    		
8	Ess	 luáttun    			
9	Par	 luáttud    			
10	Pl+Nom	 luáđoh    	 luáđuh    		
11	Pl+Gen	 luáđoi    	 luáđui    		
12	Pl+Acc	 luáđoid    	 luáđuid    		
13	Pl+Ill	 luáđooid    	 luáđoid    		
14	Pl+Loc	 luáđoin    	 luáđuin    		
15	Pl+Com	 luáđoiguin    	 luáđoigijn    	 luáđuiguin    	 luáđuigijn    
16	Pl+Abe	 luáđoittáá    	 luáđuittáá    		
	muátu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 muátu    			
2	Sg+Gen	 muáđo    	 muáđu    		
3	Sg+Acc	 muáđo    	 muáđu    		
4	Sg+Ill	 muátun    			
5	Sg+Loc	 muáđoost    	 muáđust    		
6	Sg+Com	 muáđoin    	 muáđooin    		
7	Sg+Abe	 muáđottáá    	 muáđuttáá    		
8	Ess	 muáttun    			
9	Par	 muáttud    			
10	Pl+Nom	 muáđoh    	 muáđuh    		
11	Pl+Gen	 muáđoi    	 muáđui    		
12	Pl+Acc	 muáđoid    	 muáđuid    		
13	Pl+Ill	 muáđooid    	 muáđoid    		
14	Pl+Loc	 muáđoin    	 muáđuin    		
15	Pl+Com	 muáđoiguin    	 muáđoigijn    	 muáđuiguin    	 muáđuigijn    
16	Pl+Abe	 muáđoittáá    	 muáđuittáá    		
	puátu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 puátu    			
2	Sg+Gen	 puáđo    	 puáđu    		
3	Sg+Acc	 puáđo    	 puáđu    		
4	Sg+Ill	 puátun    			
5	Sg+Loc	 puáđoost    	 puáđust    		
6	Sg+Com	 puáđoin    	 puáđooin    		
7	Sg+Abe	 puáđottáá    	 puáđuttáá    		
8	Ess	 puáttun    			
9	Par	 puáttud    			
10	Pl+Nom	 puáđoh    	 puáđuh    		
11	Pl+Gen	 puáđoi    	 puáđui    		
12	Pl+Acc	 puáđoid    	 puáđuid    		
13	Pl+Ill	 puáđooid    	 puáđoid    		
14	Pl+Loc	 puáđoin    	 puáđuin    		
15	Pl+Com	 puáđoiguin    	 puáđoigijn    	 puáđuiguin    	 puáđuigijn    
16	Pl+Abe	 puáđoittáá    	 puáđuittáá    		
	ruátu	Spelling_1	Spelling_2	Spelling_3	Spelling_4
1	Sg+Nom	 ruátu    			
2	Sg+Gen	 ruáđo    	 ruáđu    		
3	Sg+Acc	 ruáđo    	 ruáđu    		
4	Sg+Ill	 ruátun    			
5	Sg+Loc	 ruáđoost    	 ruáđust    		
6	Sg+Com	 ruáđoin    	 ruáđooin    		
7	Sg+Abe	 ruáđottáá    	 ruáđuttáá    		
8	Ess	 ruáttun    			
9	Par	 ruáttud    			
10	Pl+Nom	 ruáđoh    	 ruáđuh    		
11	Pl+Gen	 ruáđoi    	 ruáđui    		
12	Pl+Acc	 ruáđoid    	 ruáđuid    		
13	Pl+Ill	 ruáđooid    	 ruáđoid    		
14	Pl+Loc	 ruáđoin    	 ruáđuin    		
15	Pl+Com	 ruáđoiguin    	 ruáđoigijn    	 ruáđuiguin    	 ruáđuigijn    
16	Pl+Abe	 ruáđoittáá    	 ruáđuittáá    		
