3	Sg+Acc	 vyeme    	
4	Sg+Ill	 vuámán    	
5	Sg+Loc	 vyemeest    	
6	Sg+Com	 vuomijn    	
7	Sg+Abe	 vyemettáá    	
8	Ess	 vyemmin    	
9	Par	 vyemmid    	
10	Pl+Nom	 vyemeh    	
11	Pl+Gen	 vuomij    	
12	Pl+Acc	 vuomijd    	
13	Pl+Ill	 vuomijd    	
14	Pl+Loc	 vuomijn    	
15	Pl+Com	 vuomijguin    	 vuomijgijn    
16	Pl+Abe	 vuomijttáá    	
